* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
327, forest, minecraft:forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
328, forest, minecraft:forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
329, forest, minecraft:forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
330, forest, minecraft:forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
331, forest, minecraft:forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
332, forest, minecraft:forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
333, forest, minecraft:forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
334, forest, minecraft:forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
335, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
336, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
337, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
338, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
339, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
340, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
341, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
342, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
343, taiga, minecraft:taiga, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
344, taiga, minecraft:taiga, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
345, taiga, minecraft:taiga, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
346, taiga, minecraft:taiga, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
347, taiga, minecraft:taiga, MONSTER, mowziesmobs:grottol, 10, 1, 1
348, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
349, taiga, minecraft:taiga, MONSTER, iceandfire:troll, 40, 1, 3
350, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
351, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
352, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
353, taiga, minecraft:taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
354, taiga, minecraft:taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
355, taiga, minecraft:taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
356, taiga, minecraft:taiga, MONSTER, quark:stoneling, 80, 1, 1
357, taiga, minecraft:taiga, MONSTER, quark:toretoise, 80, 1, 1
358, taiga, minecraft:taiga, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
359, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
360, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
361, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
362, taiga, minecraft:taiga, CREATURE, minecraft:cow, 10, 4, 4
363, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
364, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
365, taiga, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
366, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
367, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
368, taiga, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 3, 5
369, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
370, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
371, taiga, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 3, 5
372, taiga, minecraft:taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
373, taiga, minecraft:taiga, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
374, taiga, minecraft:taiga, CREATURE, betteranimalsplus:goat, 10, 1, 4
375, taiga, minecraft:taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
376, taiga, minecraft:taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
377, taiga, minecraft:taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
378, taiga, minecraft:taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
379, taiga, minecraft:taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
380, taiga, minecraft:taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
381, taiga, minecraft:taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
382, taiga, minecraft:taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
383, taiga, minecraft:taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
384, taiga, minecraft:taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
385, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
386, taiga, minecraft:taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
387, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
388, taiga, minecraft:taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
389, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
390, taiga, minecraft:taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
391, taiga, minecraft:taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
392, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
393, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
394, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
395, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
396, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
397, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
398, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
399, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
400, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
401, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
402, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
403, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
404, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
405, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 80, 4, 4
406, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
407, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 5, 1, 4
408, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
409, swamp, minecraft:swamp, MONSTER, minecraft:slime, 10, 1, 1
410, swamp, minecraft:swamp, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
411, swamp, minecraft:swamp, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
412, swamp, minecraft:swamp, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
413, swamp, minecraft:swamp, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
414, swamp, minecraft:swamp, MONSTER, chaosawakens:wasp, 10, 1, 3
415, swamp, minecraft:swamp, MONSTER, mowziesmobs:grottol, 10, 1, 1
416, swamp, minecraft:swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
417, swamp, minecraft:swamp, MONSTER, levinide:mr_arrow, 15, 2, 5
418, swamp, minecraft:swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
419, swamp, minecraft:swamp, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
420, swamp, minecraft:swamp, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
421, swamp, minecraft:swamp, MONSTER, tconstruct:earth_slime, 80, 2, 4
422, swamp, minecraft:swamp, MONSTER, tconstruct:sky_slime, 80, 2, 4
423, swamp, minecraft:swamp, MONSTER, quark:stoneling, 80, 1, 1
424, swamp, minecraft:swamp, MONSTER, quark:toretoise, 80, 1, 1
425, swamp, minecraft:swamp, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
426, swamp, minecraft:swamp, CREATURE, minecraft:sheep, 12, 4, 4
427, swamp, minecraft:swamp, CREATURE, minecraft:pig, 10, 4, 4
428, swamp, minecraft:swamp, CREATURE, minecraft:chicken, 10, 4, 4
429, swamp, minecraft:swamp, CREATURE, minecraft:cow, 10, 4, 4
430, swamp, minecraft:swamp, CREATURE, aquaculture:box_turtle, 10, 1, 2
431, swamp, minecraft:swamp, CREATURE, chaosawakens:ruby_bug, 20, 3, 6
432, swamp, minecraft:swamp, CREATURE, chaosawakens:emerald_gator, 15, 1, 2
433, swamp, minecraft:swamp, CREATURE, chaosawakens:stink_bug, 30, 2, 5
434, swamp, minecraft:swamp, CREATURE, chaosawakens:bird, 10, 2, 3
435, swamp, minecraft:swamp, CREATURE, chaosawakens:ruby_bug, 10, 2, 5
436, swamp, minecraft:swamp, CREATURE, chaosawakens:emerald_gator, 10, 2, 5
437, swamp, minecraft:swamp, CREATURE, chaosawakens:tree_frog, 25, 2, 6
438, swamp, minecraft:swamp, CREATURE, chaosawakens:stink_bug, 10, 1, 4
439, swamp, minecraft:swamp, CREATURE, chaosawakens:apple_cow, 10, 4, 4
440, swamp, minecraft:swamp, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
441, swamp, minecraft:swamp, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
442, swamp, minecraft:swamp, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
443, swamp, minecraft:swamp, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
444, swamp, minecraft:swamp, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
445, swamp, minecraft:swamp, CREATURE, chaosawakens:bird, 10, 1, 4
446, swamp, minecraft:swamp, CREATURE, chaosawakens:gazelle, 10, 1, 3
447, swamp, minecraft:swamp, CREATURE, chaosawakens:beaver, 14, 1, 4
448, swamp, minecraft:swamp, CREATURE, chaosawakens:stink_bug, 20, 3, 5
449, swamp, minecraft:swamp, CREATURE, chaosawakens:bird, 10, 2, 4
450, swamp, minecraft:swamp, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
451, swamp, minecraft:swamp, CREATURE, alexsmobs:crocodile, 40, 1, 2
452, swamp, minecraft:swamp, CREATURE, alexsmobs:shoebill, 10, 1, 2
453, swamp, minecraft:swamp, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
454, swamp, minecraft:swamp, CREATURE, alexsmobs:crocodile, 40, 1, 2
455, swamp, minecraft:swamp, CREATURE, alexsmobs:shoebill, 10, 1, 2
456, swamp, minecraft:swamp, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
457, swamp, minecraft:swamp, CREATURE, cnb:friendly_sporeling, 40, 3, 5
458, swamp, minecraft:swamp, CREATURE, cnb:lilytad, 35, 1, 1
459, swamp, minecraft:swamp, CREATURE, duckery:log_duck, 20, 2, 6
460, swamp, minecraft:swamp, CREATURE, duckery:gravel_duck, 20, 2, 6
461, swamp, minecraft:swamp, CREATURE, duckery:flint_duck, 20, 2, 6
462, swamp, minecraft:swamp, CREATURE, duckery:duck, 10, 2, 6
463, swamp, minecraft:swamp, CREATURE, duckery:clay_duck, 20, 2, 6
464, swamp, minecraft:swamp, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
465, swamp, minecraft:swamp, CREATURE, ars_nouveau:sylph, 10, 1, 1
466, swamp, minecraft:swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 1
467, swamp, minecraft:swamp, CREATURE, duckery:bone_duck, 20, 2, 6
468, swamp, minecraft:swamp, CREATURE, quark:frog, 40, 1, 3
469, swamp, minecraft:swamp, CREATURE, wyrmroost:canari_wyvern, 10, 2, 5
470, swamp, minecraft:swamp, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
471, swamp, minecraft:swamp, CREATURE, betteranimalsplus:crab, 10, 1, 3
472, swamp, minecraft:swamp, CREATURE, betteranimalsplus:moose, 10, 1, 1
473, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
474, swamp, minecraft:swamp, AMBIENT, supplementaries:firefly, 10, 5, 9
475, swamp, minecraft:swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
476, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
477, swamp, minecraft:swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
478, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
479, swamp, minecraft:swamp, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
480, swamp, minecraft:swamp, WATER_CREATURE, minecraft:squid, 80, 4, 4
481, swamp, minecraft:swamp, WATER_CREATURE, minecraft:squid, 80, 4, 4
482, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
483, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
484, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
485, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
486, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
487, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
488, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
489, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
490, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
491, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
492, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
493, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
494, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
495, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
496, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
497, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
498, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
499, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
500, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
501, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
502, river, minecraft:river, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
503, river, minecraft:river, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
504, river, minecraft:river, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
505, river, minecraft:river, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
506, river, minecraft:river, MONSTER, mowziesmobs:grottol, 10, 1, 1
507, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
508, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
509, river, minecraft:river, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
510, river, minecraft:river, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
511, river, minecraft:river, MONSTER, tconstruct:earth_slime, 80, 2, 4
512, river, minecraft:river, MONSTER, tconstruct:sky_slime, 80, 2, 4
513, river, minecraft:river, MONSTER, quark:stoneling, 80, 1, 1
514, river, minecraft:river, MONSTER, quark:toretoise, 80, 1, 1
515, river, minecraft:river, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
516, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
517, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
518, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
519, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
520, river, minecraft:river, CREATURE, cnb:little_grebe, 30, 2, 3
521, river, minecraft:river, CREATURE, ars_nouveau:drygmy, 10, 1, 1
522, river, minecraft:river, CREATURE, betteranimalsplus:goose, 15, 2, 5
523, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
524, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
525, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
526, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
527, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
528, river, minecraft:river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
529, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
530, river, minecraft:river, WATER_CREATURE, minecraft:squid, 80, 4, 4
531, river, minecraft:river, WATER_CREATURE, minecraft:squid, 80, 4, 4
532, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
533, river, minecraft:river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
534, river, minecraft:river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
535, river, minecraft:river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
536, river, minecraft:river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
537, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
538, river, minecraft:river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
539, river, minecraft:river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
540, river, minecraft:river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
541, river, minecraft:river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
542, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
543, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
544, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
545, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
546, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
547, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
548, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
549, nether, minecraft:nether_wastes, MONSTER, pandoras_creatures:hellhound, 30, 3, 6
550, nether, minecraft:nether_wastes, MONSTER, pandoras_creatures:acidic_archvine, 30, 1, 1
551, nether, minecraft:nether_wastes, MONSTER, mowziesmobs:grottol, 10, 1, 1
552, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
553, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
554, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
555, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
556, nether, minecraft:nether_wastes, MONSTER, cnb:cindershell, 10, 1, 2
557, nether, minecraft:nether_wastes, MONSTER, cnb:hostile_sporeling, 10, 2, 4
558, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
559, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
560, nether, minecraft:nether_wastes, WATER_CREATURE, minecraft:squid, 80, 4, 4
561, nether, minecraft:nether_wastes, WATER_CREATURE, minecraft:squid, 80, 4, 4
562, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
563, the_end, minecraft:the_end, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
564, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 10, 1, 1
565, the_end, minecraft:the_end, WATER_CREATURE, minecraft:squid, 80, 4, 4
566, the_end, minecraft:the_end, WATER_CREATURE, minecraft:squid, 80, 4, 4
567, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
568, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
569, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
570, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
571, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
572, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
573, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
574, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
575, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
576, ocean, minecraft:frozen_ocean, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
577, ocean, minecraft:frozen_ocean, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
578, ocean, minecraft:frozen_ocean, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
579, ocean, minecraft:frozen_ocean, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
580, ocean, minecraft:frozen_ocean, MONSTER, thermal:blizz, 10, 1, 3
581, ocean, minecraft:frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
582, ocean, minecraft:frozen_ocean, MONSTER, iceandfire:dread_lich, 10, 1, 1
583, ocean, minecraft:frozen_ocean, MONSTER, iceandfire:troll, 40, 1, 3
584, ocean, minecraft:frozen_ocean, MONSTER, aquamirae:tortured_soul, 20, 1, 4
585, ocean, minecraft:frozen_ocean, MONSTER, aquamirae:pillagers_patrol, 10, 1, 1
586, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
587, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
588, ocean, minecraft:frozen_ocean, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
589, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:earth_slime, 80, 2, 4
590, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
591, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
592, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 1, 1
593, ocean, minecraft:frozen_ocean, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
594, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
595, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
596, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
597, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 1
598, ocean, minecraft:frozen_ocean, CREATURE, wyrmroost:butterfly_leviathan, 10, 1, 1
599, ocean, minecraft:frozen_ocean, CREATURE, wyrmroost:silver_glider, 10, 1, 4
600, ocean, minecraft:frozen_ocean, CREATURE, betteranimalsplus:walrus, 10, 1, 5
601, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
602, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
603, ocean, minecraft:frozen_ocean, WATER_CREATURE, chaosawakens:whale, 10, 1, 2
604, ocean, minecraft:frozen_ocean, WATER_CREATURE, chaosawakens:green_fish, 10, 3, 5
